code	original_code	title	composer	track_number	is_duplicate
022112	0221	イントゥ・バックドア	ZUN	12	0
022113	0221	秘匿されたフォーシーズンズ	ZUN	13	0
022114	0221	もうドアには入れない	ZUN	14	0
022115	0221	秘神マターラ　～ Hidden Star in All Seasons.	ZUN	15	0
022116	0221	不自然な自然	ZUN	16	0
022117	0221	白い旅人	ZUN	17	0
022118	0221	プレイヤーズスコア	ZUN	18	1
022201	0222	悪夢日記	ZUN	1	0
022202	0222	ルーシッドドリーマー	ZUN	2	0
022203	0222	ルナティックドリーマー	ZUN	3	0
022204	0222	ナイトメアダイアリー	ZUN	4	0
022205	0222	バー・オールドアダム	ZUN	5	1
022206	0222	燕石博物誌が連れてきた闇	ZUN	6	1
022207	0222	永遠の春夢	ZUN	7	1
022208	0222	秘匿されたフォーシーズンズ	ZUN	8	1
022301	0223	物言わぬ獣の霊	ZUN	1	0
022302	0223	地蔵だけが知る哀嘆	ZUN	2	0
022303	0223	ジェリーストーン	ZUN	3	0
022304	0223	ロストリバー	ZUN	4	0
022305	0223	石の赤子と水中の牛	ZUN	5	0
022306	0223	不朽の曼珠沙華	ZUN	6	0
022307	0223	セラフィックチキン	ZUN	7	0
022308	0223	アンロケイテッドヘル	ZUN	8	0
022309	0223	トータスドラゴン　～ 幸運と不運	ZUN	9	0
022310	0223	ビーストメトロポリス	ZUN	10	0
022311	0223	セラミックスの杖刀人	ZUN	11	0
022312	0223	エレクトリックヘリテージ	ZUN	12	0
022313	0223	偶像に世界を委ねて　～ Idoratrize World	ZUN	13	0
022314	0223	輝かしき弱肉強食の掟	ZUN	14	0
022315	0223	聖徳太子のペガサス　～ Dark Pegasus	ZUN	15	0
022316	0223	畜生達の休息	ZUN	16	0
022317	0223	地下からの帰還	ZUN	17	0
022318	0223	プレイヤーズスコア	ZUN	18	1
022501	0225	虹の架かる幻想郷	ZUN	1	0
022502	0225	妖異達の通り雨	ZUN	2	0
022503	0225	大吉キトゥン	ZUN	3	0
022504	0225	深緑に隠された断崖	ZUN	4	0
022505	0225	バンデットリィテクノロジー	ZUN	5	0
022506	0225	駒草咲くパーペチュアルスノー	ZUN	6	0
022507	0225	スモーキングドラゴン	ZUN	7	0
022508	0225	廃れゆく産業遺構	ZUN	8	0
022509	0225	神代鉱石	ZUN	9	0
022510	0225	待ちわびた逢魔が時	ZUN	10	0
022511	0225	星降る天魔の山	ZUN	11	0
022512	0225	ルナレインボー	ZUN	12	0
022513	0225	あの賑やかな市場は今どこに　～ Immemorial Marketeers	ZUN	13	0
022514	0225	幻想の地下大線路網	ZUN	14	0
022515	0225	龍王殺しのプリンセス	ZUN	15	0
022516	0225	嵐の後の日曜日	ZUN	16	0
022517	0225	虹色の世界	ZUN	17	0
022518	0225	プレイヤーズスコア	ZUN	18	1
030101	0301	蓬莱伝説	ZUN	1	0
030102	0301	二色蓮花蝶　～ Red and White	ZUN	2	0
030103	0301	桜花之恋塚　～ Japanese Flower	ZUN	3	0
030104	0301	明治十七年の上海アリス	ZUN	4	1
030105	0301	東方怪奇談	ZUN	5	1
030106	0301	エニグマティクドール	ZUN	6	0
030107	0301	サーカスレヴァリエ	ZUN	7	0
030108	0301	人形の森	ZUN	8	0
030109	0301	Witch of Love Potion	ZUN	9	1
030110	0301	リーインカーネイション	ZUN	10	0
030111	0301	U.N.オーエンは彼女なのか？	ZUN	11	1
030112	0301	永遠の巫女	ZUN	12	1
030113	0301	空飛ぶ巫女の不思議な毎日	ZUN	13	0
030201	0302	夜のデンデラ野を逝く	ZUN	1	0
030202	0302	少女秘封倶楽部	ZUN	2	0
030203	0302	東方妖々夢　～ Ancient Temple	ZUN	3	1
030204	0302	古の冥界寺	ZUN	4	0
030205	0302	幻視の夜　～ Ghostly Eyes	ZUN	5	1
030206	0302	魔術師メリー	ZUN	6	0
030207	0302	月の妖鳥、化猫の幻	ZUN	7	0
030208	0302	過去の花　～ Fairy of Flower	ZUN	8	1
030209	0302	魔法少女十字軍	ZUN	9	1
030210	0302	少女幻葬　～ Necro-Fantasy	ZUN	10	1
030211	0302	幻想の永遠祭	ZUN	11	0
030301	0303	童祭　～ Innocent Treasures	ZUN	1	0
030302	0303	華胥の夢	ZUN	2	0
030303	0303	上海紅茶館　～ Chinese Tea	ZUN	3	1
030304	0303	ヴォヤージュ1969	ZUN	4	1
030305	0303	科学世紀の少年少女	ZUN	5	0
030306	0303	永夜の報い　～ Imperishable Night.	ZUN	6	1
030307	0303	夜が降りてくる　～ Evening Star	ZUN	7	1
030308	0303	人形裁判　～ 人の形弄びし少女	ZUN	8	1
030309	0303	夢と現の境界	ZUN	9	0
030310	0303	幻想機械　～ Phantom Factory	ZUN	10	0
030311	0303	幽玄の槭樹　～ Eternal Dream	ZUN	11	0
030401	0304	ヒロシゲ36号　～ Neo Super-Express	ZUN	1	0
030402	0304	53ミニッツの青い海	ZUN	2	0
030403	0304	竹取飛翔　～ Lunatic Princess	ZUN	3	1
030404	0304	彼岸帰航　～ Riverside View	ZUN	4	1
030405	0304	青木ヶ原の伝説	ZUN	5	0
030406	0304	お宇佐さまの素い幡	ZUN	6	1
030407	0304	月まで届け不死の煙	ZUN	7	1
030408	0304	レトロスペクティブ京都	ZUN	8	1
030409	0304	ラクトガール　～ 少女密室	ZUN	9	1
030410	0304	千年幻想郷　～ History of the Moon	ZUN	10	1
030411	0304	最も澄みわたる空と海	ZUN	11	0
030501	0305	月面ツアーへようこそ	ZUN	1	0
030502	0305	天空のグリニッジ	ZUN	2	0
030503	0305	東の国の眠らない夜	ZUN	3	1
030504	0305	車椅子の未来宇宙	ZUN	4	0
030505	0305	Demystify Feast	ZUN	5	1
030506	0305	衛星カフェテラス	ZUN	6	0
030507	0305	G Free	ZUN	7	0
030508	0305	大空魔術　～ Magical Astronomy	ZUN	8	0
030509	0305	ネクロファンタジア	ZUN	9	1
030510	0305	向こう側の月	ZUN	10	0
030601	0306	未知の花 魅知の旅	ZUN	1	0
030602	0306	無間の鐘　～ Infinite Nightmare	ZUN	2	1
030603	0306	明日ハレの日、ケの昨日	ZUN	3	1
030701	0307	衛星トリフネ	ZUN	1	0
030702	0307	トロヤ群の密林	ZUN	2	0
030703	0307	デザイアドライブ	ZUN	3	1
030704	0307	フェアリー冒険譚	ZUN	4	1
030705	0307	天鳥船神社	ZUN	5	0
030706	0307	夜空のユーフォーロマンス	ZUN	6	1
030707	0307	ハルトマンの妖怪少女	ZUN	7	1
030708	0307	天鳥船神社の結界	ZUN	8	0
030709	0307	感情の摩天楼　～ Cosmic Mind	ZUN	9	1
030710	0307	宇宙に浮かぶ幻想郷	ZUN	10	0
030801	0308	緑のサナトリウム	ZUN	1	0
030802	0308	牛に引かれて善光寺参り	ZUN	2	0
030803	0308	ハートフェルトファンシー	ZUN	3	1
030804	0308	六十年目の東方裁判　～ Fate of Sixty Years	ZUN	4	1
030805	0308	アガルタの風	ZUN	5	0
030806	0308	イザナギオブジェクト	ZUN	6	0
030807	0308	妖怪裏参道	ZUN	7	1
030808	0308	アンノウンＸ　～ Unfound Adventure	ZUN	8	1
030809	0308	日本中の不思議を集めて	ZUN	9	0
030810	0308	素敵な墓場で暮しましょ	ZUN	10	1
030901	0309	他愛も無い二人の博物誌	ZUN	1	0
030902	0309	凍り付いた永遠の都	ZUN	2	1
030903	0309	Dr.レイテンシーの眠れなくなる瞳	ZUN	3	0
030904	0309	九月のパンプキン	ZUN	4	1
030905	0309	須臾はプランクを超えて	ZUN	5	0
030906	0309	シュレディンガーの化猫	ZUN	6	0
030907	0309	空中に沈む輝針城	ZUN	7	1
030908	0309	禁忌の膜壁	ZUN	8	0
030909	0309	故郷の星が映る海	ZUN	9	1
030910	0309	ピュアヒューリーズ　～ 心の在処	ZUN	10	1
030911	0309	永遠の三日天下	ZUN	11	1
031001	0310	バー・オールドアダム	ZUN	1	0
031002	0310	燕石博物誌が連れてきた闇	ZUN	2	0
031003	0310	リバースイデオロギー	ZUN	3	1
031004	0310	アウトサイダーカクテル	ZUN	4	0
031005	0310	大神神話伝	ZUN	5	1
031006	0310	パンデモニックプラネット	ZUN	6	1
031007	0310	旧世界の冒険酒場	ZUN	7	0
031008	0310	魔界地方都市エソテリア	ZUN	8	1
031009	0310	亡失のエモーション	ZUN	9	1
031010	0310	二日酔いの同床異夢	ZUN	10	0
040101	0401	幻想郷　～ Lotus Land Story	ZUN	1	1
040102	0401	Witching Dream	ZUN	2	1
040103	0401	Selene's light	ZUN	3	1
040104	0401	装飾戦　～ Decoration Battle	ZUN	4	1
040105	0401	Break the Sabbath	ZUN	5	1
040106	0401	紅響曲　～ Scarlet Phoneme	ZUN	6	1
040107	0401	Bad Apple!!	ZUN	7	1
040108	0401	霊戦　～ Perdition crisis	ZUN	8	1
040109	0401	アリスマエステラ	ZUN	9	1
040110	0401	少女綺想曲　～ Capriccio	ZUN	10	1
040111	0401	星の器　～ Casket of Star	ZUN	11	1
040112	0401	Lotus Love	ZUN	12	1
040113	0401	眠れる恐怖　～ Sleeping Terror	ZUN	13	1
040114	0401	Dream Land	ZUN	14	1
040115	0401	幽夢　～ Inanimate Dream	ZUN	15	1
040116	0401	禁じざるをえない遊戯	ZUN	16	1
040117	0401	メイド幻想　～ Icemilk Magic	ZUN	17	1
040118	0401	かわいい悪魔　～ Innocence	ZUN	18	1
040119	0401	Days	ZUN	19	1
040120	0401	Peaceful	ZUN	20	1
040121	0401	Arcadian Dream	ZUN	21	1
040122	0401	幻想の住人	ZUN	22	1
040123	0401	Lotus Road	ZUN	23	1
040124	0401	Dreamy pilot	ZUN	24	1
040125	0401	Incomplete Plot	ZUN	25	1
040126	0401	Border Land	ZUN	26	1
040127	0401	Magic Shop of Raspberry	ZUN	27	1
040128	0401	Crescent Dream	ZUN	28	1
040129	0401	装飾戦　～ Decoration Battle（未使用バージョン）	ZUN	29	1
040130	0401	幽夢　～ Inanimate Dream（未使用バージョン）	ZUN	30	1
040201	0402	怪綺談　～ Mystic Square	ZUN	1	1
040202	0402	Dream Express	ZUN	2	1
040203	0402	魔方陣　～ Magic Square	ZUN	3	0
040204	0402	夢想時空	ZUN	4	1
040205	0402	霊天　～ Spiritual Heaven	ZUN	5	1
040206	0402	Romantic Children	ZUN	6	1
040207	0402	プラスチックマインド	ZUN	7	1
040208	0402	メイプルワイズ	ZUN	8	1
040209	0402	禁断の魔法　～ Forbidden Magic	ZUN	9	1
040210	0402	真紅の少女　～ Crimson Dead!!	ZUN	10	1
040211	0402	裏切りの少女　～ Judas Kiss	ZUN	11	1
040212	0402	the Last Judgement	ZUN	12	1
040213	0402	悲しき人形　～ Doll of Misery	ZUN	13	1
040214	0402	世界の果て　～ World's End	ZUN	14	1
040215	0402	神話幻想　～ Infinite Being	ZUN	15	1
040216	0402	不思議の国のアリス	ZUN	16	1
040217	0402	the Grimoire of Alice	ZUN	17	1
040218	0402	神社	ZUN	18	1
040219	0402	Endless	ZUN	19	1
040220	0402	久遠の楽園	ZUN	20	1
040221	0402	Mystic Dream	ZUN	21	1
040222	0402	魂の休らむ場所	ZUN	22	1
040223	0402	Peaceful Romancer	ZUN	23	1
040301	0403	東方封魔録　～ 浄土曼荼羅	ZUN	1	1
040302	0403	博麗　～ Eastern Wind	ZUN	2	1
040303	0403	She's in a temper!!	ZUN	3	1
040304	0403	End of Daylight	ZUN	4	1
040305	0403	やみのちから	ZUN	5	1
040306	0403	幻夢界	ZUN	6	1
040307	0403	死を賭して	ZUN	7	1
040308	0403	ひもろぎ、むらさきにもえ	ZUN	8	1
040309	0403	恋色マジック	ZUN	9	1
040310	0403	東方封魔録　～ 幽幻乱舞	ZUN	10	1
040311	0403	Complete Darkness	ZUN	11	1
040312	0403	エキストララブ	ZUN	12	1
040313	0403	戦車むすめのみるゆめ	ZUN	13	1
040314	0403	遠野の森	ZUN	14	1
040315	0403	昔話わんだーらんど	ZUN	15	1
040316	0403	博麗神社境内	ZUN	16	1
040317	0403	陽落ちて	ZUN	17	1
040318	0403	封魔終演	ZUN	18	1
040401	0404	夢は時空を越えて	ZUN	1	1
040402	0404	Selection	ZUN	2	1
040403	0404	東方妖恋談	ZUN	3	1
040404	0404	Reincarnation	ZUN	4	1
040405	0404	Dim. Dream	ZUN	5	1
040406	0404	Tabula rasa　～ 空白少女	ZUN	6	1
040407	0404	Maniacal Princess	ZUN	7	1
040408	0404	夢消失　～ Lost Dream	ZUN	8	1
040409	0404	夢幻遊戯　～ Dream War	ZUN	9	1
040410	0404	勝利デモ	ZUN	10	1
040411	0404	魔法決戦！　～ Fight it out!	ZUN	11	1
040412	0404	非統一魔法世界論	ZUN	12	1
040413	0404	Sailor of Time	ZUN	13	1
040414	0404	魔法鐘愛	ZUN	14	1
040415	0404	Strawberry Crisis!!	ZUN	15	1
040416	0404	久遠の夢	ZUN	16	1
040417	0404	東方の青い空	ZUN	17	1
040418	0404	久遠の満月	ZUN	18	0
040419	0404	Maple Dream...	ZUN	19	1
040420	0404	ゲームオーバー	ZUN	20	1
040421	0404	霊人の休日	ZUN	21	1
040422	0404	時の風	ZUN	22	1
040423	0404	スターボウドリーム	ZUN	23	1
040424	0404	Phantasmagoria	ZUN	24	1
040501	0405	A Sacred Lot	ZUN	1	1
040502	0405	永遠の巫女	ZUN	2	1
040503	0405	The Positive and Negative	ZUN	3	1
040504	0405	Highly Responsive to Prayers	ZUN	4	1
040505	0405	東方怪奇談	ZUN	5	1
040506	0405	天使伝説	ZUN	6	1
040507	0405	Oriental Magician	ZUN	7	1
040508	0405	破邪の小太刀	ZUN	8	1
040509	0405	魔鏡	ZUN	9	1
040510	0405	the Legend of KAGE	ZUN	10	1
040511	0405	いざ、倒れ逝くその時まで	ZUN	11	1
040512	0405	Civilization of Magic	ZUN	12	0
040513	0405	星幽天使	ZUN	13	0
040514	0405	アイリス	ZUN	14	1
040515	0405	テーマ・オブ・イースタンストーリー	ZUN	15	0
050101	0501	風神少女	ZUN	1	1
050102	0501	おてんば恋娘の冒険	ZUN	2	1
050103	0501	花映塚 ～ after Higan Retour	ZUN	3	0
050201	0502	ジャパニーズサーガ	ZUN	1	0
050202	0502	阿礼の子供	ZUN	2	0
050203	0502	夜の鳩山を飛ぶ‐Power Mix	ZUN	3	0
050301	0503	サニールチルフレクション	ZUN	1	0
050302	0503	夜だから眠れない	ZUN	2	0
050303	0503	妖精燦々として	ZUN	3	0
050401	0504	サニーミルクの紅霧異変	ZUN	1	0
050402	0504	雪月桜花の国	ZUN	2	0
050403	0504	スターヴォヤージュ2008	ZUN	3	0
050501	0505	妖怪宇宙旅行	ZUN	1	0
050502	0505	綿月のスペルカード ～Lunatic Blue	ZUN	2	0
050503	0505	呑んべぇのレムリア(Retro Ver)	ZUN	3	0
050601	0506	可愛い大戦争のリフレーン	ZUN	1	1
050602	0506	サニールチルフレクション	ZUN	2	1
050603	0506	夜だから眠れない	ZUN	3	1
050604	0506	妖精燦々として	ZUN	4	1
050701	0507	魔法使いの憂鬱	ZUN	1	0
050702	0507	スプートニク幻夜	ZUN	2	1
050801	0508	フェアリー冒険譚	ZUN	1	0
050802	0508	二つの世界	ZUN	2	0
050901	0509	神域のかくれんぼ暮らし	ZUN	1	0
050902	0509	妖怪モダンコロニー	ZUN	2	1
051001	0510	年中夢中の好奇心	ZUN	1	1
051002	0510	真夜中のフェアリーダンス	ZUN	2	1
051003	0510	妖精大戦争　～ Fairy Wars	ZUN	3	1
051101	0511	判読眼のビブロフィリア	ZUN	1	0
051102	0511	運河を行き交う人妖	ZUN	2	1
051103	0511	兎は舞い降りた	ZUN	3	1
060001	0600	夜の鳩山を飛ぶ	ZUN	1	0
060101	0601	宵闇の魔術師	ZUN	1	0
060102	0601	Magic of Life	ZUN	2	0
060103	0601	Plastic Space	ZUN	3	0
060104	0601	Inventive City	ZUN	4	0
060105	0601	夢幻回廊	ZUN	5	0
060106	0601	蓬莱幻想　～ far East	ZUN	6	0
060201	0602	秋霜玉　～ Clockworks	ZUN	1	0
060202	0602	フォルスストロベリー	ZUN	2	0
060203	0602	プリムローズシヴァ	ZUN	3	0
060204	0602	幻想帝都	ZUN	4	0
060205	0602	ディザストラスジェミニ	ZUN	5	0
060206	0602	華の幻想 紅夢の宙	ZUN	6	0
060207	0602	天空アーミー	ZUN	7	0
060208	0602	スプートニク幻夜	ZUN	8	0
060209	0602	機械サーカス　～ Reverie	ZUN	9	0
060210	0602	カナベラルの夢幻少女	ZUN	10	0
060211	0602	魔法少女十字軍	ZUN	11	0
060212	0602	アンティークテラー	ZUN	12	0
060213	0602	夢機械　～ Innocent Power	ZUN	13	0
060214	0602	幻想科学　～ Doll's Phantom	ZUN	14	0
060215	0602	少女神性　～ Pandora's Box	ZUN	15	0
060216	0602	シルクロードアリス	ZUN	16	0
060217	0602	魔女達の舞踏会	ZUN	17	0
060218	0602	二色蓮花蝶　～ Ancients	ZUN	18	0
060219	0602	ハーセルヴズ	ZUN	19	0
060220	0602	タイトルドメイド	ZUN	20	0
060301	0603	稀翁玉　～ Fairy Dance	ZUN	1	0
060302	0603	天鵞絨少女戦　～ Velvet Battle	ZUN	2	0
060303	0603	Castle Explorer -in the Sky-	ZUN	3	0
060304	0603	オルフェの詩　～ Pseudoclassic	ZUN	4	0
060305	0603	新幻想　～ New Fantasy	ZUN	5	0
060306	0603	オルレアンの聖騎士	ZUN	6	0
060307	0603	My Maid, Sweet Maid	ZUN	7	0
060308	0603	桜花之恋塚　～ Flower of Japan	ZUN	8	0
060309	0603	乙女戦士　～ Heart of Valkyrie	ZUN	9	0
060310	0603	エニグマティクドール　～ God Knows	ZUN	10	0
060401	0604	Witch of Love Potion	ZUN	1	0
060402	0604	Magical and Hopeless	ZUN	2	0
060403	0604	Sacred Battle	ZUN	3	0
060501	0605	シンデレラケージ　～ Kagome-Kagome	ZUN	1	1
060502	0605	妖々跋扈　～ Speed Fox!	ZUN	2	0
060601	0606	呑んべぇのレムリア	ZUN	1	0
060701	0607	AN ORDEAL FROM GOD	ZUN	1	0
060801	0608	キュアリアス上海古牌	ZUN	1	0
060802	0608	神魔討綺伝 AN ORDEAL FROM GOD	ZUN	2	1
060901	0609	巨大な影と小さな結末	あきやまうに	1	0
061001	0610	狂気の瞳　～ Invisible Full Moon	ZUN/ビートまりお	1	1
061002	0610	ネオ竹林インフレイム	あきやまうに	2	0
061003	0610	億万劫の鐘	あきやまうに	3	0
061004	0610	オカルトアトラクト	あきやまうに	4	0
061005	0610	境界フォークロア	あきやまうに	5	0
061006	0610	アンノウンＸ　～ Occultly Madness	ZUN	6	0
061007	0610	相貌の狂い　～ Horrible Night	あきやまうに	7	0
061101	0611	心綺楼祭囃子	あきやまうに	1	0
061201	0612	憑依華	あきやまうに	1	0
069901	0699	オリジナル		1	0
069999	0699	その他		2	0
